vp,block,trial,type,row,rel,eva,primcol,tarcol,prime,target,response,rt,NA
6,2,10,test,18,syn,neg,b_neg_2,b_neg_1,DOOF,DUMM,negativ,0.6628769744216025,NA
6,2,11,test,17,ant,neg,b_pos_1,b_neg_2,INTERESSANT,MONOTON,negativ,0.6791976064087774,NA
6,2,12,test,7,syn,neg,a_neg_1,a_neg_2,UNBETEILIGT,TEILNAHMSLOS,negativ,0.7511485902588886,NA
6,2,13,test,2,eval,neg,a_neg_1,b_neg_1,DICK,AUFDRINGLICH,negativ,0.6617078691832503,NA
6,2,14,test,14,ant,neg,a_pos_1,a_neg_2,UNKOMPLIZIERT,NERVIG,positiv,0.5709885941582453,NA
6,2,15,test,8,syn,neg,a_neg_2,a_neg_1,NERVÖS,AUFGEWÜHLT,negativ,0.6511426063987401,NA
6,2,16,test,19,eval,pos,a_pos_2,b_pos_2,GEMEINSAM,STRAHLEND,positiv,0.852532782049619,NA
6,2,17,test,13,ant,pos,a_neg_2,a_pos_2,GEMEIN,NETT,positiv,0.5152963256906323,NA
6,2,18,test,23,un,neg,a_pos_1,b_neg_2,FEINFÜHLIG,UNFÄHIG,positiv,0.5329945940479791,NA
6,2,19,test,9,ant,pos,b_neg_1,b_pos_1,STILLOS,ELEGANT,positiv,0.7428447915558186,NA
6,2,20,test,1,eval,pos,b_pos_2,a_pos_2,UNGEZWUNGEN,ANGESEHEN,negativ,0.46884822082938493,NA
6,2,21,test,5,eval,neg,b_neg_2,a_neg_1,SCHLAMPIG,UNGLÜCKLICH,negativ,0.7344330434236777,NA
6,2,22,test,12,syn,pos,b_pos_2,b_pos_1,KÖSTLICH,LECKER,positiv,0.5639051988187344,NA
6,2,23,test,10,syn,pos,b_pos_1,b_pos_2,FREIGIEBIG,SPENDABEL,positiv,0.9596122862575811,NA
6,2,24,test,24,ant,neg,b_pos_2,b_neg_1,EDEL,BILLIG,negativ,0.6672572326692894,NA
6,2,25,test,3,eval,neg,b_neg_2,a_neg_2,VERSCHWENDERISCH,MÄKELIG,negativ,1.2059454075372276,NA
6,2,26,test,26,un,pos,b_neg_1,a_pos_2,UNLUSTIG,GÖNNEND,negativ,0.3798215631604939,NA
6,2,27,test,6,un,pos,b_neg_1,a_pos_1,UNWISSEND,OPTIMISTISCH,positiv,0.684811603933541,NA
6,2,28,test,15,syn,neg,b_neg_2,b_neg_1,LANGWEILIG,ÖDE,negativ,0.6928616108643989,NA
6,2,29,test,25,un,pos,b_neg_2,a_pos_1,PARTEIISCH,LEIDENSCHAFTLICH,positiv,0.9035279689284607,NA
6,2,30,test,20,un,pos,a_neg_1,b_pos_2,VERSTOßEN,REIN,negativ,0.6774934428050928,NA
6,2,31,test,11,eval,pos,b_pos_1,a_pos_2,SCHÖN,AUSGEGLICHEN,positiv,0.5928842599173294,NA
6,2,32,test,0,ant,neg,a_pos_2,a_neg_1,POSITIV,SCHLECHT,positiv,0.6618109416236636,NA
6,2,33,test,2,syn,pos,a_pos_2,a_pos_1,FIT,SCHLANK,positiv,0.4914419155243399,NA
6,2,34,test,27,eval,neg,b_neg_2,a_neg_2,SPRUNGHAFT,APATHISCH,positiv,0.894682412091352,NA
6,2,35,test,23,ant,pos,a_neg_2,a_pos_2,ABGESTUMPFT,SENSIBEL,positiv,0.8754710929002802,NA
6,2,36,test,0,ant,pos,b_neg_1,b_pos_2,STREITSUCHEND,EINTRÄCHTIG,negativ,1.0926161993148926,NA
6,2,37,test,13,eval,neg,a_neg_1,b_neg_1,UNFREUNDLICH,PRIMITIV,negativ,1.3757817908462826,NA
6,2,38,test,20,un,neg,b_pos_1,a_neg_2,SAUBER,AUSGEGRENZT,negativ,1.0685366950702955,NA
6,2,39,test,16,ant,pos,a_neg_2,a_pos_2,TAKTLOS,GALANT,negativ,1.2575932323573606,NA
6,2,40,test,18,un,pos,b_neg_2,a_pos_2,DOOF,GÜTIG,positiv,0.62317383328125,NA
6,2,41,test,9,un,neg,b_pos_1,a_neg_2,ELEGANT,FEIGE,positiv,0.7085814913133783,NA
6,2,42,test,17,syn,pos,b_pos_2,b_pos_1,SPANNEND,INTERESSANT,positiv,0.679819020457961,NA
6,2,43,test,26,un,neg,b_pos_1,a_neg_1,KOMISCH,NEIDISCH,negativ,0.6209547828477548,NA
6,2,44,test,14,eval,pos,a_pos_1,b_pos_1,UNKOMPLIZIERT,WEISE,positiv,0.6994977528241598,NA
6,2,45,test,15,ant,pos,a_neg_2,a_pos_2,UNSENSIBEL,EMPATHISCH,positiv,1.1060568562799526,NA
6,2,46,test,11,syn,neg,b_neg_1,b_neg_2,HÄSSLICH,UNATTRAKTIV,negativ,0.8375888163233607,NA
6,2,47,test,3,syn,pos,a_pos_2,a_pos_1,BEGEISTERT,ENTHUSIASTISCH,positiv,0.9726091335640826,NA
6,2,48,test,6,ant,neg,a_pos_2,a_neg_2,ZUVERSICHTLICH,HOFFNUNGSLOS,negativ,1.0729705880329752,NA
6,2,49,test,21,ant,neg,b_pos_1,b_neg_1,INTELLIGENT,BLÖD,negativ,0.8927755780376748,NA
6,2,50,test,22,eval,pos,a_pos_1,b_pos_2,ZÄRTLICH,SORGFÄLTIG,negativ,0.9793367742368206,NA
6,2,51,test,5,syn,pos,b_pos_1,b_pos_2,GENAU,PRÄZISE,negativ,0.6516372114593276,NA
6,2,52,test,1,un,neg,b_pos_1,a_neg_2,FREI,UNPOPULÄR,negativ,0.5872751765471245,NA
6,2,53,test,19,ant,neg,a_pos_1,a_neg_1,ZUSAMMEN,GETRENNT,positiv,0.9473769530134365,NA
6,2,54,test,24,eval,pos,b_pos_1,a_pos_2,WERTVOLL,ZART,positiv,0.6097941968777509,NA
6,2,55,test,7,un,pos,b_neg_1,a_pos_1,BETRÜGERISCH,MOTIVIERT,negativ,0.8996585743956641,NA
6,2,56,test,10,un,neg,b_pos_2,a_neg_1,SPENDABEL,WECHSELHAFT,negativ,1.037453801125152,NA
6,2,57,test,8,un,pos,a_neg_1,b_pos_1,AUFGEWÜHLT,VOLLSTÄNDIG,negativ,0.7739538647594596,NA
6,2,58,test,4,syn,pos,b_pos_1,b_pos_2,UNBESTECHLICH,EHRENVOLL,positiv,0.798886692691626,NA
6,2,59,test,25,syn,neg,b_neg_2,b_neg_1,PARTEIISCH,UNGERECHT,negativ,0.5813013206538516,NA
6,2,60,test,12,syn,neg,a_neg_2,a_neg_1,SCHEU,SCHÜCHTERN,negativ,1.0473348330605676,NA
6,3,1,warm,0,syn,pos,a_pos_2,a_pos_1,IDEAL,PERFEKT,positiv,0.7206105026787142,NA
6,3,2,warm,5,un,neg,a_pos_2,b_neg_2,PRAKTISCH,IDIOTISCH,negativ,0.655449938497787,NA
6,3,3,warm,1,ant,neg,b_pos_2,b_neg_2,LÄSSIG,PEDANTISCH,negativ,1.3587956561709522,NA
6,3,4,warm,7,eval,pos,a_pos_2,b_pos_2,MENSCHLICH,GEKONNT,positiv,0.6166331156838375,NA
6,3,5,test,6,eval,pos,a_pos_1,b_pos_2,OPTIMISTISCH,BELESEN,positiv,1.0870946147126677,NA
6,3,6,test,22,syn,neg,b_neg_2,b_neg_1,SCHLUDRIG,NACHLÄSSIG,negativ,0.5676817859863293,NA
6,3,7,test,27,ant,neg,b_pos_1,b_neg_1,GEFESTIGT,WANKELMÜTIG,negativ,0.5803022250283768,NA
6,3,8,test,7,eval,neg,b_neg_2,a_neg_1,TÜCKISCH,UNBETEILIGT,negativ,0.990237773009626,NA
6,3,9,test,9,eval,pos,a_pos_1,b_pos_2,MUTIG,ANMUTIG,positiv,0.6226116286704108,NA
6,3,10,test,24,ant,pos,a_neg_1,a_pos_1,HART,WEICH,negativ,0.7346332383431053,NA
6,3,11,test,26,ant,neg,a_pos_2,a_neg_2,GÖNNEND,MISSGÜNSTIG,negativ,0.7246808420229186,NA
6,3,12,test,25,un,neg,a_pos_1,b_neg_2,LEIDENSCHAFTLICH,PARTEIISCH,positiv,1.5298839272371294,NA
6,3,13,test,0,syn,pos,b_pos_2,b_pos_1,EINTRÄCHTIG,HARMONISCH,positiv,0.4445210457383978,NA
6,3,14,test,11,un,neg,a_pos_2,b_neg_1,AUSGEGLICHEN,HÄSSLICH,negativ,0.5893112475832881,NA
6,3,15,test,12,un,neg,b_pos_1,a_neg_2,LECKER,SCHEU,negativ,1.3436765320455841,NA
6,3,16,test,4,ant,neg,a_pos_1,a_neg_1,UNBESCHWERT,FREUDLOS,negativ,0.7302087375234805,NA
6,3,17,test,13,syn,neg,b_neg_1,b_neg_2,PRIMITIV,ORDINÄR,positiv,1.2848258681009657,NA
6,3,18,test,8,eval,pos,b_pos_2,a_pos_1,GANZ,RUHIG,positiv,0.9519780976261732,NA
6,3,19,test,16,syn,neg,b_neg_2,b_neg_1,EINFALLSLOS,FANTASIELOS,negativ,0.7002714561848933,NA
6,3,20,test,20,ant,pos,a_neg_2,a_pos_2,AUSGEGRENZT,INTEGRIERT,negativ,0.755405755006262,NA
6,3,21,test,14,syn,pos,a_pos_1,a_pos_2,UNKOMPLIZIERT,ANGENEHM,positiv,1.1579505693334555,NA
6,3,22,test,15,eval,pos,a_pos_1,b_pos_1,EINFÜHLSAM,ABWECHSLUNGSREICH,positiv,1.3271383216727468,NA
6,3,23,test,5,ant,neg,b_pos_2,b_neg_2,PRÄZISE,SCHLAMPIG,negativ,1.0201683570637123,NA
6,3,24,test,18,eval,pos,a_pos_2,b_pos_1,GÜTIG,KLUG,negativ,0.7864251665939006,NA
6,3,25,test,1,ant,neg,b_pos_1,b_neg_2,FREI,EINGESPERRT,negativ,0.621444711394664,NA
6,3,26,test,3,ant,pos,a_neg_2,a_pos_2,MÄKELIG,BEGEISTERT,negativ,0.6365809426902311,NA
6,3,27,test,19,un,pos,b_neg_1,a_pos_1,DUNKEL,ZUSAMMEN,positiv,0.6972283485900406,NA
6,3,28,test,2,un,pos,a_neg_1,b_pos_1,DICK,TAKTVOLL,positiv,0.41005707716657513,NA
6,3,29,test,23,ant,neg,b_pos_1,b_neg_1,BEGNADET,UNBEGABT,negativ,0.9892001998666523,NA
6,3,30,test,17,un,pos,b_neg_1,a_pos_2,EINTÖNIG,SANFTMÜTIG,positiv,0.807689688242424,NA
6,3,31,test,10,ant,neg,a_pos_2,a_neg_2,STABIL,LABIL,negativ,0.8661415568333931,NA
6,3,32,test,21,syn,pos,b_pos_1,b_pos_2,INTELLIGENT,GESCHEIT,positiv,0.7356361947570024,NA
6,3,33,test,6,eval,neg,a_neg_2,b_neg_2,HOFFNUNGSLOS,AHNUNGSLOS,negativ,1.5227580867421942,NA
6,3,34,test,22,ant,pos,b_neg_2,b_pos_1,SCHLUDRIG,GEWISSENHAFT,positiv,0.8898786492500438,NA
6,3,35,test,19,eval,neg,a_neg_1,b_neg_1,GETRENNT,DUNKEL,negativ,0.8733867143150542,NA
6,3,36,test,4,un,pos,a_neg_2,b_pos_1,BEDRÜCKT,UNBESTECHLICH,positiv,0.9720853547752601,NA
6,3,37,test,0,un,neg,a_pos_1,b_neg_2,GUT,ZICKIG,positiv,0.5694877636526564,NA
6,3,38,test,16,syn,pos,b_pos_1,b_pos_2,KREATIV,ORIGINELL,positiv,0.6736488132323541,NA
6,3,39,test,23,un,pos,b_neg_1,a_pos_1,UNBEGABT,FEINFÜHLIG,negativ,0.3734588388565737,NA
6,3,40,test,7,syn,pos,b_pos_1,b_pos_2,TREU,LOYAL,positiv,0.6559967067961863,NA
6,3,41,test,1,ant,pos,b_neg_2,b_pos_2,EINGESPERRT,UNGEZWUNGEN,positiv,1.0612522662377133,NA
6,3,42,test,26,syn,pos,b_pos_2,b_pos_1,SPAßIG,KOMISCH,negativ,0.9979205577134649,NA
6,3,43,test,13,eval,pos,a_pos_1,b_pos_1,LIEB,NIVEAUVOLL,positiv,1.3066802986151627,NA
6,3,44,test,8,eval,neg,a_neg_1,b_neg_2,AUFGEWÜHLT,ZERSTÖRT,negativ,0.5366562040176396,NA
6,3,45,test,3,syn,neg,a_neg_2,a_neg_1,MÄKELIG,KRITISCH,negativ,0.974095108526971,NA
6,3,46,test,2,un,neg,b_pos_1,a_neg_1,TAKTVOLL,DICK,negativ,0.8137428317822508,NA
6,3,47,test,12,eval,pos,a_pos_2,b_pos_2,KONTAKTFREUDIG,KÖSTLICH,positiv,0.5972915601101161,NA
6,3,48,test,24,syn,neg,b_neg_1,b_neg_2,BILLIG,SCHÄBIG,negativ,0.9151166122612616,NA
6,3,49,test,5,un,pos,a_neg_2,b_pos_1,TRAURIG,GENAU,negativ,0.6364985116233716,NA
6,3,50,test,25,ant,pos,b_neg_2,b_pos_2,PARTEIISCH,FAIR,negativ,0.9123479747980698,NA
6,3,51,test,15,eval,neg,a_neg_1,b_neg_2,GEDANKENLOS,LANGWEILIG,negativ,1.0949110636046144,NA
6,3,52,test,17,un,neg,b_pos_2,a_neg_1,SPANNEND,AGGRESSIV,negativ,2.1722375450258133,NA
6,3,53,test,9,syn,neg,a_neg_2,a_neg_1,FEIGE,ÄNGSTLICH,negativ,0.9860295803336365,NA
6,3,54,test,21,eval,neg,b_neg_1,a_neg_2,BLÖD,DISTANZIERT,negativ,0.8221004000204645,NA
6,3,55,test,10,ant,pos,a_neg_2,a_pos_1,LABIL,BESTÄNDIG,negativ,1.020269544986707,NA
6,3,56,test,14,eval,neg,b_neg_1,a_neg_1,UNVERNÜNFTIG,LÄSTIG,negativ,0.6400583525865995,NA
6,3,57,test,27,un,pos,a_neg_1,b_pos_2,TRÄGE,STETIG,positiv,1.39203097560855,NA
6,3,58,test,20,syn,neg,b_neg_2,b_neg_1,DRECKIG,SCHMUTZIG,positiv,0.3698652975947608,NA
6,3,59,test,11,syn,pos,a_pos_2,a_pos_1,AUSGEGLICHEN,GELASSEN,negativ,0.7100261862582621,NA
6,3,60,test,18,un,neg,b_pos_2,a_neg_1,SCHLAU,KALT,positiv,0.5796564336640435,NA
6,4,1,warm,2,syn,neg,a_neg_1,a_neg_2,REGNERISCH,NASS,negativ,1.5589151358386246,NA
6,4,2,warm,6,ant,pos,b_neg_2,b_pos_1,SELBSTSÜCHTIG,ALTRUISTISCH,positiv,1.1661775930781837,NA
6,4,3,warm,3,un,neg,a_pos_1,b_neg_1,AKTIV,KRIMINELL,negativ,0.6579505015067576,NA
6,4,4,warm,2,eval,pos,b_pos_1,a_pos_2,INNOVATIV,HEITER,positiv,0.7204685242336492,NA
6,4,5,test,3,eval,pos,a_pos_2,b_pos_1,BEGEISTERT,BESCHEIDEN,negativ,0.8022504021962634,NA
6,4,6,test,2,eval,pos,a_pos_2,b_pos_2,FIT,DISKRET,positiv,0.7059410208149873,NA
6,4,7,test,15,syn,pos,b_pos_1,b_pos_2,ABWECHSLUNGSREICH,VIELSEITIG,positiv,0.6846059756692252,NA
6,4,8,test,27,syn,pos,a_pos_1,a_pos_2,LEBHAFT,QUIRLIG,positiv,0.6053519916681703,NA
6,4,9,test,18,eval,neg,b_neg_2,a_neg_2,DOOF,UNBARMHERZIG,negativ,0.8800312402780269,NA
6,4,10,test,21,un,neg,b_pos_1,a_neg_1,INTELLIGENT,FREMD,positiv,0.583670694933624,NA
6,4,11,test,4,ant,pos,a_neg_2,a_pos_1,BEDRÜCKT,UNBESCHWERT,negativ,0.5658669687335687,NA
6,4,12,test,13,syn,pos,a_pos_2,a_pos_1,NETT,LIEB,positiv,0.8354744798719282,NA
6,4,13,test,22,un,neg,b_pos_2,a_neg_2,SORGFÄLTIG,RUPPIG,positiv,1.0843541338316303,NA
6,4,14,test,7,ant,pos,b_neg_1,b_pos_1,BETRÜGERISCH,TREU,positiv,1.013927004090889,NA
6,4,15,test,9,un,pos,b_neg_1,a_pos_2,STILLOS,TAPFER,positiv,0.5868356923481834,NA
6,4,16,test,14,syn,neg,b_neg_1,b_neg_2,UNVERNÜNFTIG,TÖRICHT,negativ,0.8260907799619386,NA
6,4,17,test,20,eval,pos,a_pos_1,b_pos_1,AUFGENOMMEN,SAUBER,negativ,0.7929684201678453,NA
6,4,18,test,0,eval,pos,b_pos_2,a_pos_2,EINTRÄCHTIG,POSITIV,positiv,0.95792748011221,NA
6,4,19,test,12,un,pos,b_neg_1,a_pos_2,FAD,KONTAKTFREUDIG,positiv,0.6311711032364864,NA
6,4,20,test,23,eval,neg,b_neg_1,a_neg_1,UNBEGABT,GEFÜHLLOS,negativ,0.9042540718570478,NA
6,4,21,test,17,syn,neg,a_neg_1,a_neg_2,AGGRESSIV,ANGRIFFSLUSTIG,negativ,1.1894747000285912,NA
6,4,22,test,24,un,neg,b_pos_2,a_neg_1,EDEL,HART,negativ,0.8482776910949408,NA
6,4,23,test,26,ant,pos,a_neg_1,a_pos_1,NEIDISCH,WOHLWOLLEND,positiv,0.8097261279761266,NA
6,4,24,test,10,un,pos,b_neg_2,a_pos_2,KNAUSERIG,STABIL,negativ,0.8922640388700646,NA
6,4,25,test,25,syn,pos,a_pos_1,a_pos_2,LEIDENSCHAFTLICH,SINNLICH,positiv,0.9410823805548212,NA
6,4,26,test,5,eval,pos,b_pos_1,a_pos_1,GENAU,FROH,positiv,0.5556814786518197,NA
6,4,27,test,8,ant,neg,b_pos_2,b_neg_1,GANZ,KAPUTT,negativ,1.327780334580859,NA
6,4,28,test,1,eval,neg,a_neg_1,b_neg_1,UNBELIEBT,GEFANGEN,positiv,0.7428805098993542,NA
6,4,29,test,6,syn,neg,b_neg_2,b_neg_1,AHNUNGSLOS,UNWISSEND,positiv,0.9622756994485339,NA
6,4,30,test,11,un,pos,a_neg_2,b_pos_1,GEREIZT,SCHÖN,negativ,0.9458280203646283,NA
6,4,31,test,16,ant,neg,a_pos_2,a_neg_1,GALANT,UNHÖFLICH,negativ,0.6950795552902833,NA
6,4,32,test,19,ant,pos,a_neg_1,a_pos_2,GETRENNT,GEMEINSAM,positiv,1.4252590084762355,NA
6,4,33,test,13,un,neg,b_pos_2,a_neg_2,KULTIVIERT,GEMEIN,negativ,0.8502913119241817,NA
6,4,34,test,27,un,neg,a_pos_2,b_neg_2,QUIRLIG,SPRUNGHAFT,-1,3.067200646424812,NA
6,4,35,test,16,eval,pos,a_pos_2,b_pos_1,GALANT,KREATIV,positiv,0.990747029961114,NA
6,4,36,test,22,un,pos,b_neg_1,a_pos_1,NACHLÄSSIG,ZÄRTLICH,positiv,0.9177217771847458,NA
6,4,37,test,4,syn,neg,b_neg_1,b_neg_2,KORRUPT,KÄUFLICH,positiv,0.8063595459631981,NA
6,4,38,test,3,un,neg,a_pos_2,b_neg_2,BEGEISTERT,VERSCHWENDERISCH,negativ,0.8696623587472138,NA
6,4,39,test,26,eval,neg,a_neg_1,b_neg_2,NEIDISCH,UNWITZIG,negativ,0.9038866053852659,NA
6,4,40,test,1,un,pos,a_neg_1,b_pos_1,UNBELIEBT,FREI,positiv,1.4148108776084212,NA
6,4,41,test,5,syn,neg,a_neg_1,a_neg_2,UNGLÜCKLICH,TRAURIG,negativ,1.409118628285047,NA
6,4,42,test,10,syn,neg,b_neg_2,b_neg_1,KNAUSERIG,GEIZIG,negativ,1.5574320877628176,NA
6,4,43,test,9,ant,neg,b_pos_2,b_neg_2,ANMUTIG,UNFEIN,negativ,1.252712809821395,NA
6,4,44,test,19,un,neg,b_pos_1,a_neg_2,HELL,GESCHIEDEN,negativ,0.9149215794981895,NA
6,4,45,test,11,ant,neg,a_pos_2,a_neg_1,AUSGEGLICHEN,LAUNISCH,positiv,1.0420070459416786,NA
6,4,46,test,14,ant,pos,b_neg_2,b_pos_2,TÖRICHT,BEDACHT,positiv,1.1308732051587156,NA
6,4,47,test,12,ant,neg,b_pos_2,b_neg_1,KÖSTLICH,FAD,negativ,0.5938915274107907,NA
6,4,48,test,20,eval,neg,b_neg_2,a_neg_1,DRECKIG,VERSTOßEN,negativ,0.8034896143582376,NA
6,4,49,test,6,ant,pos,b_neg_2,b_pos_1,AHNUNGSLOS,GEBILDET,negativ,1.0132164248292785,NA
6,4,50,test,21,ant,pos,b_neg_1,b_pos_1,BLÖD,INTELLIGENT,negativ,1.1902040507499048,NA
6,4,51,test,2,syn,neg,b_neg_1,b_neg_2,AUFDRINGLICH,DISTANZLOS,positiv,0.7833669290528655,NA
6,4,52,test,23,syn,pos,b_pos_1,b_pos_2,BEGNADET,TALENTIERT,negativ,2.058936693766771,NA
6,4,53,test,0,eval,neg,a_neg_1,b_neg_1,SCHLECHT,STREITSUCHEND,negativ,0.9134147120916168,NA
6,4,54,test,25,eval,neg,b_neg_1,a_neg_1,UNGERECHT,PRÜDE,negativ,1.1841199875712072,NA
6,4,55,test,24,un,pos,a_neg_2,b_pos_2,STRENG,EDEL,positiv,0.674691971675863,NA
6,4,56,test,8,syn,pos,a_pos_1,a_pos_2,RUHIG,ENTSPANNT,positiv,1.2574594890663466,NA
6,4,57,test,18,syn,pos,b_pos_1,b_pos_2,KLUG,SCHLAU,positiv,0.5939272976590022,NA
6,4,58,test,17,eval,pos,b_pos_1,a_pos_1,INTERESSANT,FRIEDLICH,positiv,1.0329300385177196,NA
6,4,59,test,7,ant,neg,b_pos_1,b_neg_2,TREU,TÜCKISCH,negativ,0.5352443779639767,NA
6,4,60,test,15,ant,neg,a_pos_2,a_neg_1,EMPATHISCH,GEDANKENLOS,positiv,1.6835172477365545,NA
59,0,1,prac,7,eval,pos,b_pos_1,a_pos_1,GESCHICKT,HUMAN,positiv,1.7003521259955392,NA
59,0,2,prac,2,syn,neg,b_neg_1,b_neg_2,IDEENLOS,PHANTASIELOS,positiv,1.299534617043666,NA
59,0,3,prac,0,syn,pos,a_pos_1,a_pos_2,PERFEKT,IDEAL,positiv,0.6320006009085437,NA
59,0,4,prac,6,ant,neg,b_pos_2,b_neg_1,GEMEINSCHAFTLICH,EGOISTISCH,negativ,0.6134311075925429,NA
59,0,5,prac,4,ant,neg,b_pos_2,b_neg_1,BESCHÜTZT,GEFÄHRLICH,negativ,0.7041349187531722,NA
59,0,6,prac,3,syn,pos,a_pos_2,a_pos_1,MUNTER,AKTIV,positiv,0.6056361620830982,NA
59,0,7,prac,5,un,pos,b_neg_2,a_pos_1,IDIOTISCH,PRAGMATISCH,negativ,2.27968813500141,NA
59,0,8,prac,1,syn,neg,a_neg_2,a_neg_1,WIDERLICH,ABSTOßEND,negativ,0.7293868394694435,NA
59,0,9,prac,1,eval,pos,a_pos_2,b_pos_1,BEZAUBERND,LOCKER,positiv,0.78888978611912,NA
59,0,10,prac,6,ant,pos,a_neg_2,a_pos_1,UNEHRLICH,AUTHENTISCH,positiv,0.765416572390072,NA
59,0,11,prac,7,un,neg,b_pos_1,a_neg_2,GESCHICKT,UNERBITTLICH,positiv,0.7676093061798814,NA
59,0,12,prac,3,eval,neg,a_neg_1,b_neg_1,SCHLAPP,KRIMINELL,positiv,0.7521836451431502,NA
59,0,13,prac,0,eval,neg,b_neg_1,a_neg_2,SPIEßIG,MANGELHAFT,negativ,0.6989582481613681,NA
59,0,14,prac,5,un,neg,b_pos_1,a_neg_1,GENIAL,KOMPLIZIERT,negativ,0.6970606546278967,NA
59,0,15,prac,2,un,pos,a_neg_1,b_pos_2,REGNERISCH,ERFINDERISCH,positiv,0.6305221912157558,NA
59,0,16,prac,4,ant,pos,b_neg_1,b_pos_2,GEFÄHRLICH,BESCHÜTZT,positiv,0.6888252285483231,NA
59,0,17,prac,1,ant,pos,a_neg_1,a_pos_2,ABSTOßEND,BEZAUBERND,positiv,0.6083619305095291,NA
59,0,18,prac,2,un,neg,b_pos_1,a_neg_1,INNOVATIV,REGNERISCH,negativ,0.5913238163758293,NA
59,0,19,prac,7,ant,neg,b_pos_1,b_neg_2,GESCHICKT,STÜMPERHAFT,negativ,1.161925603465494,NA
59,0,20,prac,5,eval,pos,b_pos_1,a_pos_2,GENIAL,PRAKTISCH,positiv,0.6467397482533737,NA
59,0,21,prac,6,eval,neg,b_neg_2,a_neg_2,SELBSTSÜCHTIG,UNEHRLICH,negativ,1.0848389169385355,NA
59,0,22,prac,3,eval,pos,a_pos_1,b_pos_2,AKTIV,RESPEKTABEL,positiv,0.4330063260307531,NA
59,0,23,prac,0,un,neg,b_pos_2,a_neg_1,AUFGESCHLOSSEN,UNGENÜGEND,negativ,0.8567045628808946,NA
59,0,24,prac,4,syn,pos,b_pos_2,b_pos_1,BESCHÜTZT,SICHER,positiv,0.5305954338541774,NA
59,0,25,prac,7,ant,pos,a_neg_2,a_pos_2,UNERBITTLICH,MENSCHLICH,positiv,1.2071085790878047,NA
59,0,26,prac,4,eval,neg,b_neg_2,a_neg_2,RISKANT,AFFEKTIERT,negativ,1.4582845434226046,NA
59,0,27,prac,3,syn,neg,a_neg_1,a_neg_2,SCHLAPP,MATT,negativ,0.7758872202205475,NA
59,0,28,prac,6,un,pos,a_neg_1,b_pos_1,VERLOGEN,ALTRUISTISCH,positiv,1.5327307445173648,NA
59,0,29,prac,5,syn,neg,b_neg_2,b_neg_1,IDIOTISCH,PLUMP,positiv,0.7379147564376806,NA
59,0,30,prac,0,un,pos,b_neg_2,a_pos_1,BIEDER,PERFEKT,positiv,0.5584809772417714,NA
59,0,31,prac,1,ant,neg,b_pos_2,b_neg_2,LÄSSIG,PEDANTISCH,negativ,1.2677598832021828,NA
59,0,32,prac,2,syn,pos,b_pos_2,b_pos_1,ERFINDERISCH,INNOVATIV,positiv,0.6601218760138534,NA
59,1,1,warm,4,syn,neg,b_neg_1,b_neg_2,GEFÄHRLICH,RISKANT,negativ,1.0615974659537635,NA
59,1,2,warm,5,eval,neg,a_neg_1,b_neg_2,KOMPLIZIERT,IDIOTISCH,negativ,0.49397038121630155,NA
59,1,3,warm,3,ant,pos,a_neg_2,a_pos_2,MATT,MUNTER,positiv,0.5354072151127365,NA
59,1,4,warm,7,un,pos,a_neg_2,b_pos_2,UNERBITTLICH,GEKONNT,positiv,1.660727270773042,NA
59,1,5,test,27,un,pos,a_neg_1,b_pos_1,TRÄGE,GEFESTIGT,positiv,0.8013539381778475,NA
59,1,6,test,26,ant,pos,a_neg_1,a_pos_2,NEIDISCH,GÖNNEND,positiv,0.5095182941406912,NA
59,1,7,test,23,eval,neg,a_neg_1,b_neg_2,GEFÜHLLOS,UNFÄHIG,negativ,0.6003503136992283,NA
59,1,8,test,3,ant,neg,a_pos_1,a_neg_2,ENTHUSIASTISCH,MÄKELIG,negativ,1.0414816539677154,NA
59,1,9,test,21,un,neg,a_pos_1,b_neg_1,VERTRAUT,BLÖD,positiv,0.589621150991309,NA
59,1,10,test,5,syn,neg,a_neg_1,a_neg_2,UNGLÜCKLICH,TRAURIG,negativ,0.7125487064661398,NA
59,1,11,test,4,un,neg,b_pos_2,a_neg_2,EHRENVOLL,BEDRÜCKT,positiv,0.7411091706108129,NA
59,1,12,test,20,eval,neg,a_neg_2,b_neg_1,AUSGEGRENZT,SCHMUTZIG,negativ,0.6604229677935148,NA
59,1,13,test,12,syn,neg,a_neg_2,a_neg_1,SCHEU,SCHÜCHTERN,negativ,1.2857229704610955,NA
59,1,14,test,16,ant,neg,b_pos_2,b_neg_1,ORIGINELL,FANTASIELOS,negativ,0.5392585833115919,NA
59,1,15,test,22,syn,pos,b_pos_1,b_pos_2,GEWISSENHAFT,SORGFÄLTIG,positiv,0.6593909106962978,NA
59,1,16,test,18,ant,pos,a_neg_1,a_pos_1,KALT,WARMHERZIG,negativ,0.5263079620678568,NA
59,1,17,test,24,ant,neg,a_pos_1,a_neg_2,WEICH,STRENG,negativ,1.1865396988867474,NA
59,1,18,test,6,un,pos,b_neg_2,a_pos_1,AHNUNGSLOS,OPTIMISTISCH,positiv,0.5359764902920491,NA
59,1,19,test,11,un,neg,b_pos_2,a_neg_2,HÜBSCH,GEREIZT,negativ,1.042480185107436,NA
59,1,20,test,8,syn,pos,b_pos_1,b_pos_2,VOLLSTÄNDIG,GANZ,positiv,0.6150499804716633,NA
